folder_name_row,word,pos_tag,ner_tag,custom_tag
01326_1343,พ.ร.บ.,NN,B,I_CLS
01326_1548,ครม.,NN,B,E_CLS
01326_1763,ครม.,NN,B,I_CLS
01326_3179,มท.1,NN,B,E_CLS
01327_1,จนท.,NN,B,I_CLS
01328_441,พ.ร.บ.,NN,B,I_CLS
01328_475,พ.ร.บ.,NN,B,I_CLS
01344_72,ศก.,NN,B,I_CLS
01345_349,พ.ร.บ.,NN,B,I_CLS
01345_424,พ.ร.บ.,NN,B,I_CLS
01354_15,ครม.,NN,B,B_CLS
01354_692,ครม.,NN,B,I_CLS
01354_1173,ครม.,NN,B,I_CLS
01355_516,พ.ร.บ.,NN,B,B_CLS
01355_543,พ.ร.บ.,NN,B,I_CLS
01358_424,ร.ด.,NN,B,I_CLS
01358_451,ร.ด.,NN,B,E_CLS
01358_586,ร.ด.,NN,B,I_CLS
01358_610,นศท.,NN,B,I_CLS
01358_720,ร.ด.,NN,B,I_CLS
01358_739,ร.ด.,NN,B,E_CLS
01364_112,จนท.,NN,B,I_CLS
01364_844,ครม.,NN,B,I_CLS
01367_372,พ.ร.บ.,NN,B,I_CLS
01382_804,พ.ร.บ.,NN,B,I_CLS
01389_8,รปภ.,NN,B,I_CLS
01389_38,รปภ.,NN,B,I_CLS
01389_89,รปภ.,NN,B,I_CLS
01389_205,รปภ.,NN,B,I_CLS
01389_254,รปภ.,NN,B,I_CLS
01391_40,ครม.,NN,B,I_CLS
01398_0,จนท.,NN,B,B_CLS
01398_12,จนท.,NN,B,B_CLS
01401_28,จว.,NN,B,I_CLS
01404_446,พ.ร.บ.,NN,B,B_CLS
01417_166,ครม.,NN,B,I_CLS
01417_506,ครม.,NN,B,I_CLS
01419_9,รปภ.,NN,B,I_CLS
01420_6,รมต.,NN,B,I_CLS
01423_422,ครม.,NN,B,I_CLS
01424_324,พ.ร.บ.,NN,B,I_CLS
01427_463,พ.ร.บ.,NN,B,I_CLS
01432_414,ครม.,NN,B,I_CLS
01436_254,พ.ร.ก.,NN,B,I_CLS
01436_291,พ.ร.ก.,NN,B,I_CLS
01444_1134,พ.ร.บ.,NN,B,I_CLS
01449_2046,ครม.,NN,B,I_CLS
01449_2398,พ.ร.บ.,NN,B,I_CLS
01449_2531,พ.ร.บ.,NN,B,I_CLS
01456_10,นร.,NN,B,I_CLS
01456_45,กมธ.,NN,B,I_CLS
01464_26,ส.ส.,NN,B,I_CLS
01464_117,ส.ส.,NN,B,I_CLS
01464_1207,รปภ.,NN,B,E_CLS
01464_1221,รปภ.,NN,B,E_CLS
01465_5,ศก.,NN,B,E_CLS
01467_124,พ.ร.ก.,NN,B,I_CLS
01467_380,พ.ร.ก.,NN,B,I_CLS
01467_666,3315,NU,OBRN_B,I_CLS
01472_28,ครม.,NN,B,E_CLS
01477_16,พ.ร.บ.,NN,B,I_CLS
01477_322,พ.ร.บ.,NN,B,I_CLS
01483_154,พขร.,NN,B,I_CLS
01493_317,พ.ร.ก.,NN,B,I_CLS
01493_3091,จว.,NN,B,I_CLS
01493_3108,จว.,NN,B,I_CLS
01496_39,ครม.,NN,B,I_CLS
01498_104,พ.ร.บ.,NN,B,I_CLS
01498_192,พ.ร.บ.,NN,B,I_CLS
01499_294,พ.ร.บ.,NN,B,I_CLS
01499_1820,พ.ร.บ.,NN,B,I_CLS
01503_15,จว.,CL,B,I_CLS
01503_64,น้ำ,NN,ORG_I,I_CLS
01504_176,ผกก.,NN,B,I_CLS
01504_177,หน.,NN,B,I_CLS
01509_0,จนท.,NN,B,B_CLS
01509_586,พ.ร.บ.,NN,B,I_CLS
01517_27,ครม.,NN,B,I_CLS
01517_92,ครม.,NN,B,I_CLS
01517_144,พ.ร.บ.,NN,B,I_CLS
01517_163,ครม.,NN,B,E_CLS
01518_87,พ.ร.ก.,NN,B,I_CLS
01518_112,พ.ร.บ.,NN,B,I_CLS
01518_125,พ.ร.บ.,NN,B,I_CLS
01518_277,พ.ร.ก.,NN,B,I_CLS
01518_294,พ.ร.บ.,NN,B,I_CLS
01518_306,พ.ร.บ.,NN,B,I_CLS
01528_70,มท.1,NN,B,I_CLS
01530_99,ครม.,NN,B,I_CLS
01530_259,ครม.,NN,B,I_CLS
01530_676,พ.ร.บ.,NN,B,I_CLS
01530_741,พ.ร.บ.,NN,B,I_CLS
01530_804,พ.ร.บ.,NN,B,I_CLS
01530_1348,พ.ร.บ.,NN,B,I_CLS
01531_138,พ.ร.บ.,NN,B,I_CLS
01531_249,พ.ร.ก.,NN,B,E_CLS
01531_253,พ.ร.บ.,NN,B,B_CLS
01536_9,ตร.,NN,B,I_CLS
01536_19,ตร.,NN,B,I_CLS
01536_146,พ.ร.บ.,NN,B,I_CLS
01539_461,พ.ร.บ.,NN,B,E_CLS
01544_158,พ.ร.บ.,NN,B,I_CLS
01544_162,พ.ร.ก.,NN,B,I_CLS
01544_174,พ.ร.บ.,NN,B,E_CLS
01544_237,พ.ร.ก.,NN,B,I_CLS
01549_396,พ.ร.บ.,NN,B,I_CLS
01552_469,รปภ.,NN,B,I_CLS
01556_11,จนท.,NN,B,I_CLS
01556_617,จยย.,NN,B,I_CLS
01556_628,จยย.,NN,B,I_CLS
01556_649,จยย.,NN,B,I_CLS
01558_1182,พ.ร.บ.,NN,B,I_CLS
01558_1221,พ.ร.บ.,NN,B,I_CLS
01563_138,พ.ร.บ.,NN,B,I_CLS
01563_781,พ.ร.บ.,NN,B,E_CLS
01563_831,พ.ร.บ.,NN,B,I_CLS
01563_917,พ.ร.บ.,NN,B,I_CLS
01563_995,พ.ร.บ.,NN,B,I_CLS
01563_1111,พ.ร.บ.,NN,B,I_CLS
01563_1211,พ.ร.บ.,NN,B,I_CLS
01563_1380,พ.ร.บ.,NN,B,I_CLS
01563_1766,ครม.,NN,B,I_CLS
01563_1798,ครม.,NN,B,I_CLS
01563_1832,ครม.,NN,B,I_CLS
01563_1887,ครม.,NN,B,I_CLS
01563_1966,พ.ร.บ.,NN,B,I_CLS
01563_2030,ครม.,NN,B,I_CLS
01563_2065,ครม.,NN,B,I_CLS
01563_2124,ครม.,NN,B,I_CLS
01563_2132,ครม.,NN,B,I_CLS
01563_2157,ครม.,NN,B,I_CLS
01563_2186,ครม.,NN,B,I_CLS
01563_2780,ครม.,NN,B,I_CLS
01563_2823,รมต.,NN,B,I_CLS
01563_2985,รมว.,NN,B,I_CLS
01580_1076,ส.ส.,NN,B,B_CLS
01584_162,พ.ร.บ.,NN,B,I_CLS
01584_217,พ.ร.ก.,NN,B,I_CLS
01584_268,พ.ร.ก.,NN,B,I_CLS
01584_407,พ.ร.บ.,NN,B,I_CLS
01584_521,พ.ร.บ.,NN,B,E_CLS
01584_569,พ.ร.ก.,NN,B,I_CLS
01584_573,พ.ร.บ.,NN,B,I_CLS
01593_7,ฮ.,NN,B,I_CLS
01593_31,ฮ.,NN,B,I_CLS
01600_444,ครม.,NN,B,I_CLS
01610_10,ศก.,NN,B,E_CLS
01610_37,ศก.,NN,B,I_CLS
01611_8,มทภ.,NN,B,I_CLS
01611_1021,รปภ.,NN,B,I_CLS
01613_443,ครม.,NN,B,I_CLS
01615_109,ครม.,NN,B,I_CLS
01615_436,ครม.,NN,B,I_CLS
01617_28,จนท.,NN,B,I_CLS
01617_2739,พ.ร.บ.,NN,B,I_CLS
01620_408,ครม.,NN,B,I_CLS
01624_12,จว.,NN,B,I_CLS
01626_25,รปภ.,NN,B,I_CLS
01633_943,ครม.,NN,B,I_CLS
01633_989,ครม.,NN,B,I_CLS
01644_45,พ.ร.บ.,NN,B,I_CLS
01660_41,พ.ร.ก.,NN,B,I_CLS
01660_224,พ.ร.ก.,NN,B,I_CLS
01660_350,พ.ร.ก.,NN,B,I_CLS
01662_0,ครม.,NN,B,B_CLS
01662_23,ครม.,NN,B,B_CLS
01662_106,ครม.,NN,B,I_CLS
01662_392,ครม.,NN,B,I_CLS
01662_445,ครม.,NN,B,B_CLS
01675_11,ครม.,NN,B,I_CLS
01675_39,ครม.,NN,B,I_CLS
01675_98,ครม.,NN,B,E_CLS
01676_2298,พ.ร.บ.,NN,B,I_CLS
01676_2491,พ.ร.บ.,NN,B,I_CLS
01686_8,ครม.,NN,B,I_CLS
01686_94,ครม.,NN,B,I_CLS
01686_118,ศก.,NN,B,I_CLS
01686_160,ครม.,NN,B,I_CLS
01686_235,ครม.,NN,B,I_CLS
01686_248,ครม.,NN,B,I_CLS
01686_257,ครม.,NN,B,I_CLS
01686_372,ครม.,NN,B,I_CLS
01686_403,ครม.,NN,B,E_CLS
01686_481,ครม.,NN,B,I_CLS
01686_514,ครม.,NN,B,B_CLS
01686_548,ครม.,NN,B,B_CLS
01686_710,ครม.,NN,B,I_CLS
01686_728,ครม.,NN,B,I_CLS
01686_847,ครม.,NN,B,B_CLS
01686_1426,ครม.,NN,B,I_CLS
01686_1566,ครม.,NN,B,I_CLS
01686_1624,ครม.,NN,B,I_CLS
01686_1637,ครม.,NN,B,I_CLS
01686_1644,ครม.,NN,B,I_CLS
01686_1674,ครม.,NN,B,I_CLS
01686_1751,ครม.,NN,B,E_CLS
01686_1873,ศก.,NN,B,I_CLS
01686_1896,ครม.,NN,B,I_CLS
01686_1983,ครม.,NN,B,I_CLS
01686_2065,ครม.,NN,B,B_CLS
01686_2092,ครม.,NN,B,I_CLS
01686_2878,ครม.,NN,B,B_CLS
01686_3081,ครม.,NN,B,E_CLS
01686_3286,ครม.,NN,B,I_CLS
01686_3308,ครม.,NN,B,I_CLS
01686_3459,ครม.,NN,B,I_CLS
01686_3472,ครม.,NN,B,I_CLS
01686_3494,ครม.,NN,B,B_CLS
01686_3515,ครม.,NN,B,E_CLS
01687_659,ส.ว.,NN,B,I_CLS
01687_700,ส.ว.,NN,B,I_CLS
01687_747,ส.ว.,NN,B,I_CLS
01687_762,ส.ว.,NN,B,E_CLS
01687_781,ส.ว.,NN,B,I_CLS
01687_811,ส.ว.,NN,B,I_CLS
01687_855,ส.ว.,NN,B,I_CLS
01687_899,ส.ว.,NN,B,I_CLS
01687_916,ส.ว.,NN,B,I_CLS
01687_939,ส.ส.,NN,B,I_CLS
01687_942,ส.ว.,NN,B,I_CLS
01687_1034,ส.ว.,NN,B,B_CLS
01687_1132,ส.ว.,NN,B,I_CLS
01687_1161,ส.ว.,NN,B,I_CLS
01687_1208,ส.ว.,NN,B,I_CLS
01687_1264,ส.ว.,NN,B,I_CLS
01687_1387,พ.ร.บ.,NN,B,I_CLS
01687_1553,พ.ร.บ.,NN,B,E_CLS
01711_5,จว.,NN,B,I_CLS
01711_21,ครม.,NN,B,B_CLS
01711_140,พ.ร.บ.,NN,B,I_CLS
01711_469,ครม.,NN,B,I_CLS
01711_501,ครม.,NN,B,I_CLS
01711_567,ครม.,NN,B,I_CLS
01711_1182,ครม.,NN,B,I_CLS
01729_323,ครม.,NN,B,I_CLS
01733_411,พ.ร.บ.,NN,B,I_CLS
01740_356,พ.ร.บ.,NN,B,I_CLS
01755_994,ส.ว.,NN,B,I_CLS
01755_1385,ส.ว.,NN,B,I_CLS
01761_48,ผกก.,NN,B,I_CLS
01762_5,จว.,CL,B,I_CLS
01763_518,พ.ร.บ.,NN,B,I_CLS
01764_851,พ.ร.บ.,NN,B,I_CLS
01766_308,ไอที,NN,B,I_CLS
01766_377,ไอที,NN,B,E_CLS
01770_1243,รปภ.,NN,B,E_CLS
01777_173,พ.ร.บ.,NN,B,I_CLS
01778_22,มท.ภ.3,NN,__,I_CLS
01779_17,ก.ม.,NN,B,I_CLS
01780_11,จยย.,NN,B,I_CLS
01780_41,จยย.,NN,B,I_CLS
01780_68,จยย.,NN,B,I_CLS
01784_75,รร.,NN,B,I_CLS
01784_83,รปภ.,NN,B,I_CLS
01790_45,สวป.,NN,B,I_CLS
01791_469,รปภ.,NN,B,I_CLS
01793_127,พ.ร.ก.,NN,B,I_CLS
01793_139,พ.ร.บ.,NN,B,I_CLS
01793_856,พ.ร.บ.,NN,B,I_CLS
01793_867,พ.ร.ก.,NN,B,B_CLS
01795_79,ส.ส.,NN,B,I_CLS
01795_112,ส.ส.,NN,B,I_CLS
01795_390,ส.ส.,NN,B,I_CLS
01802_289,จยย.,NN,B,I_CLS
01802_332,จยย.,NN,B,I_CLS
01808_260,พ.ร.ก.,NN,B,I_CLS
01826_4,จนท.,NN,B,I_CLS
01842_175,จยย.,NN,B,I_CLS
01842_279,จยย.,NN,B,I_CLS
01845_63,ร.พ.,NN,B,I_CLS
01854_8,ร.ร.,NN,B,I_CLS
01854_30,พ.ร.บ.,NN,B,I_CLS
01854_31,ร.ร.,NN,B,I_CLS
01854_39,ร.ร.,NN,B,I_CLS
01854_96,พ.ร.บ.,NN,B,I_CLS
01854_109,พ.ร.บ.,NN,B,I_CLS
01854_197,พ.ร.บ.,NN,B,I_CLS
01854_211,พ.ร.บ.,NN,B,I_CLS
01854_229,พ.ร.บ.,NN,B,I_CLS
01854_349,พ.ร.บ.,NN,B,I_CLS
01854_474,พ.ร.บ.,NN,B,I_CLS
01854_607,พ.ร.บ.,NN,B,I_CLS
01854_748,พ.ร.บ.,NN,B,I_CLS
01854_938,พ.ร.บ.,NN,B,I_CLS
01854_1156,พ.ร.บ.,NN,B,I_CLS
01854_1256,พ.ร.บ.,NN,B,I_CLS
01854_1397,พ.ร.บ.,NN,B,I_CLS
01860_563,ผบก.,NN,B,I_CLS
01865_846,พ.ร.บ.,NN,B,I_CLS
01871_14,ศก.,NN,B,I_CLS
01871_72,ศก.,NN,B,I_CLS
01871_414,พ.ร.บ.,NN,B,B_CLS
01879_609,ส.ส.,NN,B,I_CLS
01884_12,ครม.,NN,B,I_CLS
01884_32,ครม.,NN,B,I_CLS
01884_569,พ.ร.ก.,NN,B,I_CLS
01887_150,พ.ร.บ.,NN,B,I_CLS
01891_754,พ.ร.บ.,NN,B,I_CLS
01901_351,หนึ่ง,NN,DDEM,I_CLS
01904_99,พ.ร.บ.,NN,B,I_CLS
01910_3,ร.ร.,NN,B,I_CLS
01920_68,พ.ร.บ.,NN,B,I_CLS
01920_289,พ.ร.บ.,NN,B,I_CLS
01920_404,พ.ร.บ.,NN,B,I_CLS
01920_416,พ.ร.บ.,NN,B,I_CLS
01920_545,พ.ร.บ.,NN,B,I_CLS
01921_463,รมว.,NN,B,B_CLS
01929_60,รปภ.,NN,B,I_CLS
01929_388,รปภ.,NN,B,I_CLS
01938_247,พ.ร.บ.,NN,B,I_CLS
01960_55,พ.ร.บ.,NN,B,I_CLS
01961_60,พ.ร.บ.,NN,B,I_CLS
01961_783,พ.ร.บ.,NN,B,E_CLS
01961_835,พ.ร.บ.,NN,B,I_CLS
01961_872,พ.ร.บ.,NN,B,I_CLS
01976_939,กก.บห.,NN,B,I_CLS
01979_288,กศน.,NN,B,E_CLS
01985_340,พ.ร.บ.,NN,B,I_CLS
02005_1163,ส.ส.,NN,B,I_CLS
02005_1229,ส.ส.,NN,B,I_CLS
02005_1339,ส.ส.,NN,B,I_CLS
02005_1352,ส.ส.,NN,B,I_CLS
02005_1367,ส.ส.,NN,B,I_CLS
02005_1392,ส.ส.,NN,B,I_CLS
02005_1397,ส.ส.,NN,B,I_CLS
02005_1411,ส.ส.,NN,B,I_CLS
02005_1453,ส.ส.,NN,B,I_CLS
02005_1776,ส.ส.,NN,B,I_CLS
02005_1806,ส.ส.,NN,B,I_CLS
02010_453,ครม.,NN,B,I_CLS
02010_765,ครม.,NN,B,I_CLS
02010_1267,ครม.,NN,B,I_CLS
02010_1311,ครม.,NN,B,E_CLS
02016_44,ส.ส.,NN,B,I_CLS
02025_2532,จว.,NN,B,I_CLS
02027_3,มท.1,NN,__,I_CLS
02034_2321,นายก,NN,B,I_CLS
02034_2322,ฯ,PU,I,I_CLS
02037_801,พ.ร.บ.,NN,B,B_CLS
02037_809,พ.ร.บ.,NN,B,I_CLS
02039_67,รปภ.,NN,B,I_CLS
02039_379,รปภ.,NN,B,I_CLS
02039_449,รปภ.,NN,B,I_CLS
02039_577,รปภ.,NN,B,I_CLS
02039_919,รปภ.,NN,B,I_CLS
02039_960,รปภ.,NN,B,E_CLS
02039_1364,จนท.,NN,B,B_CLS
02050_445,ครม.,NN,B,I_CLS
02053_59,พ.ร.บ.,NN,B,I_CLS
02053_280,พ.ร.บ.,NN,B,I_CLS
02053_327,พ.ร.บ.,NN,B,I_CLS
02055_248,พ.ร.บ.,NN,B,I_CLS
02055_369,พ.ร.บ.,NN,B,I_CLS
02060_399,พ.ร.ก.,NN,B,I_CLS
02062_230,พ.ร.ก.,NN,B,I_CLS
02062_239,พ.ร.บ.,NN,B,I_CLS
02062_258,พ.ร.บ.,NN,B,I_CLS
02062_304,พ.ร.ก.,NN,B,I_CLS
02062_307,พ.ร.บ.,NN,B,B_CLS
02062_415,ครม.,NN,B,I_CLS
02065_2,จนท.,NN,B,I_CLS
02067_316,พ.ร.บ.,NN,B,I_CLS
02077_10,จนท.,NN,B,I_CLS
02084_9,ร.ร.,NN,B,I_CLS
02084_89,จนท.,NN,B,I_CLS
02092_122,พ.ร.ก.,NN,B,I_CLS
02119_604,พ.ร.ก.,NN,B,I_CLS
02122_106,ครม.,NN,B,I_CLS
02122_128,ครม.,NN,B,E_CLS
02123_2,พ.ร.ก.,NN,B,I_CLS
02123_119,พ.ร.ก.,NN,B,I_CLS
02123_173,พ.ร.บ.,NN,B,I_CLS
02123_206,พ.ร.บ.,NN,B,I_CLS
02123_279,พ.ร.ก.,NN,B,I_CLS
02123_289,พ.ร.บ.,NN,B,I_CLS
02132_273,ตร.,NN,B,I_CLS
02142_1074,อพร.,NN,B,I_CLS
02142_1086,อส.,NN,B,I_CLS
02142_1148,อพร.,NN,B,I_CLS
02142_1150,อส.,NN,B,E_CLS
02144_5,พ.ร.บ.,NN,B,I_CLS
02144_19,พ.ร.บ.,NN,B,I_CLS
02151_12,ศก.,NN,B,E_CLS
02151_1308,พ.ร.บ.,NN,B,I_CLS
02153_11,พ.ร.ก.,NN,B,I_CLS
02153_48,พ.ร.ก.,NN,B,I_CLS
02159_47,จยย.,NN,B,I_CLS
02164_708,พ.ร.ก.,NN,B,I_CLS
02164_793,พ.ร.ก.,NN,B,I_CLS
02164_899,พ.ร.ก.,NN,B,I_CLS
02164_902,พ.ร.บ.,NN,B,B_CLS
02165_1,รพ.,NN,B,I_CLS
02166_0,รปภ.,NN,B,B_CLS
02166_11,รปภ.,NN,B,I_CLS
02166_128,รปภ.,NN,B,I_CLS
02166_181,รปภ.,NN,B,I_CLS
02166_191,รปภ.,NN,B,E_CLS
02166_253,รปภ.,NN,B,B_CLS
02166_274,รปภ.,NN,B,E_CLS
02166_333,รปภ.,NN,B,I_CLS
02166_371,รปภ.,NN,B,I_CLS
02166_408,รปภ.,NN,B,I_CLS
02166_489,รปภ.,NN,B,B_CLS
02166_576,รปภ.,NN,B,I_CLS
02166_608,รปภ.,NN,B,I_CLS
02166_820,รปภ.,NN,B,B_CLS
02166_901,รปภ.,NN,B,E_CLS
02166_912,รปภ.,NN,B,I_CLS
02166_951,พ.ร.บ.,NN,B,I_CLS
02166_1025,รปภ.,NN,B,I_CLS
02166_1258,รปภ.,NN,B,I_CLS
02167_10,รปภ.,NN,B,I_CLS
02167_32,รปภ.,NN,B,I_CLS
02167_358,รปภ.,NN,B,I_CLS
02167_379,รปภ.,NN,B,I_CLS
02173_639,ส.ส.,NN,B,I_CLS
02173_642,ส.ว.,NN,B,I_CLS
02179_663,ส.ส.,NN,B,I_CLS
02189_84,พ.ร.ก.,NN,B,I_CLS
02189_103,พ.ร.บ.,NN,B,I_CLS
02189_130,พ.ร.บ.,NN,B,I_CLS
02189_300,พ.ร.ก.,NN,B,I_CLS
02196_86,พ.ร.บ.,NN,B,I_CLS
02196_602,พ.ร.ก.,NN,B,I_CLS
02196_648,ครม.,NN,B,E_CLS
02196_653,พ.ร.ก.,NN,B,I_CLS
02196_753,พ.ร.ก.,NN,B,I_CLS
02196_1415,พ.ร.บ.,NN,B,I_CLS
02196_1459,พ.ร.บ.,NN,B,I_CLS
02196_1464,พ.ร.บ.,NN,B,I_CLS
02196_2451,ครม.,NN,B,I_CLS
02201_16,ศก.,NN,B,I_CLS
02221_249,พ.ร.บ.,NN,B,I_CLS
02221_265,พ.ร.ก.,NN,B,E_CLS
02221_267,พ.ร.บ.,NN,B,I_CLS
02221_397,พ.ร.ก.,NN,B,I_CLS
02221_400,พ.ร.บ.,NN,B,I_CLS
02223_456,ครม.,NN,B,I_CLS
02223_502,ครม.,NN,B,I_CLS
02224_939,อบต.,NN,B,I_CLS
02224_1768,จว.,NN,B,I_CLS
02224_2867,ครม.,NN,B,I_CLS
02228_11,ตปท.,NN,B,E_CLS
02228_39,รปภ.,NN,B,B_CLS
02233_1113,เอ็นจีโอ,NN,B,I_CLS
02234_11,ศก.,NN,B,I_CLS
02236_4,รปภ.,NN,B,I_CLS
02236_17,รปภ.,NN,B,I_CLS
02236_286,รปภ.,NN,B,I_CLS
02236_468,รปภ.,NN,B,I_CLS
02239_250,ครม.,NN,B,I_CLS
02239_301,ครม.,NN,B,I_CLS
02239_1560,ครม.,NN,B,I_CLS
02239_2148,ครม.,NN,B,I_CLS
02239_2245,ครม.,NN,B,I_CLS
02239_2322,ครม.,NN,B,I_CLS
02246_51,ครม.,NN,B,I_CLS
02253_52,พ.ร.ก.,NN,B,I_CLS
02253_146,พ.ร.ก.,NN,B,I_CLS
02258_27,พ.ร.บ.,NN,B,I_CLS
02258_29,พ.ร.ก.,NN,B,I_CLS
02258_150,พ.ร.ก.,NN,B,I_CLS
02258_161,พ.ร.บ.,NN,B,I_CLS
02267_44,ส.ว.,NN,B,I_CLS
02273_296,พ.ร.บ.,NN,B,I_CLS
02273_377,พ.ร.บ.,NN,B,I_CLS
02274_396,ส.ว.,NN,B,I_CLS
02274_404,ส.ว.,NN,B,I_CLS
02275_55,ตร.,NN,B,B_CLS
02279_113,จนท.,NN,B,I_CLS
02281_199,ส.ส.,NN,B,I_CLS
02281_631,ส.ส.,NN,B,I_CLS
02286_425,พ.ร.บ.,NN,B,I_CLS
02286_514,ทก.,NN,B,I_CLS
02289_455,น.,NN,B,I_CLS
02289_527,น.,NN,B,B_CLS
02289_627,น.,NN,B,B_CLS
02289_740,น.,NN,B,B_CLS
02289_900,น.,NN,B,I_CLS
02289_954,น.,NN,B,B_CLS
02289_1048,น.,NN,B,I_CLS
02289_1138,น.,NN,B,I_CLS
02289_1223,น.,NN,B,B_CLS
02289_1285,น.,NN,B,I_CLS
02289_1322,น.,NN,B,I_CLS
02289_2122,น.,NN,B,I_CLS
02289_2177,น.,NN,B,B_CLS
02289_2216,น.,NN,B,B_CLS
02289_2318,น.,NN,B,B_CLS
02289_2343,น.,NN,B,B_CLS
02289_2380,น.,NN,B,B_CLS
02289_2435,น.,NN,B,B_CLS
02289_2495,น.,NN,B,B_CLS
02289_2533,น.,NN,B,B_CLS
02289_2653,น.,NN,B,I_CLS
02289_2734,น.,NN,B,B_CLS
02289_2774,น.,NN,B,B_CLS
02289_2878,น.,NN,B,B_CLS
02289_2957,น.,NN,B,B_CLS
02289_3005,น.,NN,B,B_CLS
02289_3921,น.,NN,B,B_CLS
02298_12,ศก.,NN,B,I_CLS
02302_8,ศก.,NN,B,I_CLS
02305_1506,ครม.,NN,B,I_CLS
02305_1537,ครม.,NN,B,I_CLS
02310_822,ครม.,NN,B,I_CLS
02325_10,จว.,CL,B,I_CLS
02325_33,จว.,NN,B,I_CLS
02325_58,จนท.,NN,B,I_CLS
02326_33,พ.ร.ก.,NN,B,I_CLS
02326_124,พ.ร.ก.,NN,B,I_CLS
02326_209,พ.ร.ก.,NN,B,I_CLS
02326_221,พ.ร.บ.,NN,B,B_CLS
02326_247,พ.ร.ก.,NN,B,I_CLS
02326_335,พ.ร.ก.,NN,B,I_CLS
02326_396,พ.ร.ก.,NN,B,I_CLS
02333_636,จยย.,NN,B,I_CLS
02336_2,ศก.,NN,B,I_CLS
02362_8,รปภ.,NN,B,I_CLS
02362_37,รปภ.,NN,B,I_CLS
02366_82,มทภ.,NN,B,I_CLS
02366_966,มทภ.,NN,B,B_CLS
02366_2477,มทภ.,NN,B,B_CLS
02368_756,ปชช.,NN,B,I_CLS
02368_973,ส.ส.,NN,B,I_CLS
02370_193,พ.ร.ก.,NN,B,I_CLS
02372_8,ศก.,NN,B,I_CLS
02372_83,พ.ร.ก.,NN,B,I_CLS
02372_104,พ.ร.ก.,NN,B,I_CLS
02372_600,พ.ร.ก.,NN,B,I_CLS
02372_1012,พ.ร.ก.,NN,B,I_CLS
02372_2206,พ.ร.บ.,NN,B,B_CLS
02372_2235,พ.ร.บ.,NN,B,I_CLS
02372_2257,พ.ร.บ.,NN,B,I_CLS
02372_2368,พ.ร.ก.,NN,B,I_CLS
02372_2395,พ.ร.ก.,NN,B,B_CLS
02376_9,ร.ร.,NN,B,I_CLS
02381_1237,ครม.,NN,B,B_CLS
02381_1508,ครม.,NN,B,I_CLS
02381_1768,ครม.,NN,B,I_CLS
02381_1794,ครม.,NN,B,I_CLS
02383_86,พ.ร.บ.,NN,B,I_CLS
02383_1005,พ.ร.บ.,NN,B,I_CLS
02392_12,รปภ.,NN,B,I_CLS
02392_37,รปภ.,NN,B,I_CLS
02392_50,ร.ร.,NN,B,I_CLS
02392_535,รปภ.,NN,B,I_CLS
02392_593,รปภ.,VV,B,I_CLS
02392_850,จยย.,NN,B,I_CLS
02392_899,จยย.,NN,B,I_CLS
02406_12,ศก.,NN,B,I_CLS
02409_1162,พ.ร.บ.,NN,B,I_CLS
02409_2591,ครม.,NN,B,I_CLS
02425_2233,มท.1,NN,B,B_CLS
02425_3123,เอ็นจีโอ,NN,B,I_CLS
02429_1958,น.,NN,B,B_CLS
02429_2039,น.,NN,B,I_CLS
02429_2092,น.,NN,B,I_CLS
02429_2162,น.,NN,B,B_CLS
02432_117,พ.ร.บ.,NN,B,I_CLS
02432_122,พ.ร.บ.,NN,B,B_CLS
02441_9,รร.,NN,B,I_CLS
02447_78,ศก.,NN,B,I_CLS
02450_580,กกต.,NN,B,I_CLS
02450_656,กกต.,NN,B,I_CLS
02451_9,จยย.,NN,B,I_CLS
02451_22,จยย.,NN,B,I_CLS
02451_271,จยย.,NN,B,I_CLS
02453_581,รพ.,NN,B,I_CLS
02472_397,ครม.,NN,B,I_CLS
02480_617,จว.,NN,B,I_CLS
02497_727,นรต.,NN,B,I_CLS
02498_340,รปภ.,NN,B,I_CLS
02500_76,กกต.,NN,B,I_CLS
02500_178,พ.ร.บ.,NN,B,I_CLS
02505_2921,รปภ.,NN,B,I_CLS
02505_3409,รปภ.,NN,B,I_CLS
02505_3781,รปภ.,NN,B,I_CLS
02505_4342,รปภ.,NN,B,I_CLS
02505_4867,รปภ.,NN,B,E_CLS
02506_571,สน.,NN,B,I_CLS
02511_92,ครม.,NN,B,I_CLS
02511_1697,ครม.,NN,B,I_CLS
02511_1714,ครม.,NN,B,I_CLS
02511_1735,ครม.,NN,B,I_CLS
02512_41,พ.ร.ก.,NN,B,I_CLS
02512_191,พ.ร.ก.,NN,B,I_CLS
02515_403,พ.ร.ก.,NN,B,B_CLS
02515_414,พ.ร.บ.,NN,B,B_CLS
02515_426,พ.ร.บ.,NN,B,I_CLS
02516_69,จนท.,NN,B,I_CLS
02517_1676,ส.ส.,NN,B,I_CLS
02517_2305,ส.ส.,NN,B,I_CLS
02517_2623,ส.ส.,NN,B,I_CLS
02522_292,พ.ร.ก.,NN,B,I_CLS
02522_303,พ.ร.ก.,NN,B,I_CLS
02527_900,รปภ.,NN,B,I_CLS
02539_213,ครม.,NN,B,I_CLS
02542_19,ผบ.,NN,B,I_CLS
02548_108,ม.,NN,B,I_CLS
02549_41,จยย.,NN,B,I_CLS
